catid,ucatid,pcatid,low_pic,category_name.en_US,category_description.en_US,category_name.de_DE,category_description.de_DE,category_name.fr_FR,category_description.fr_FR,parentKey
1293,55100000,2836,,infotainment,Information-based media content or programming that also includes entertainment content in an effort to enhance popularity with audiences and consumers.,Spaß & Info,,divertissement,,60000000
1294,14111515,316,http://images.icecat.biz/img/low_pic/1294-917.jpg,register paper,Rolls of paper used in cash registers/tills to print out receipts.,Kassenrollen,,papiers de calculs et de déclarations,,44101801
1295,14111579,692,http://images.icecat.biz/img/low_pic/1295-3127.jpg,perforated paper,Paper with holes in the margin which allow it to be filed more easily or used in old-fashioned printers.,Perforiertes Papier,,papiers perforés,,14111500
1296,52161546,1058,http://images.icecat.biz/img/low_pic/1296-1563.jpg,computer TV tuners,Devices which enable computers to receive TV signals.,TV-Tuner-Karten,,récepteurs TV,,52160000
1297,43172297,191,http://images.icecat.biz/img/low_pic/1297-5413.jpg,other input devices,"Piece of computer hardware equipment used to provide data and control signals to an information processing system such as a computer or other information appliance. Examples of input devices include keyboards, mouse, scanners, digital cameras and joysticks.",Andere Eingabegeräte,,autres appareils complémentaires,,43211700
1298,52161521,1058,http://images.icecat.biz/img/low_pic/1298-354.jpg,AV receivers,Audio/video (AV) receivers receive audio and video signals.,AV-Receiver,,AV receivers,,52160000
1299,43222502,242,http://images.icecat.biz/img/low_pic/1299-473.jpg,VPN security equipment,"A virtual private network (VPN) extends a private network across a public network, such as the Internet. It enables a computer to send and receive data across shared or public networks as if it were directly connected to the private network, while benefiting from the functionality, security and management policies of the private network. VPN uses security equipment such as encryption devices.",VPN Sicherheitsausrüstung,,équipements de sécurité RPV,,43221700
1302,52161505,220,http://images.icecat.biz/img/low_pic/1302-7353.jpg,CRT TVs,Cathode Ray Tube (CRT) TVs are relatively large and heavy TVs. Nowadays they have largely been replaced by flatscreen LCD and plasma TVs.,Röhrenfernseher,,TVs à tube cathodique,,43172400
1303,26121695,830,http://images.icecat.biz/img/low_pic/1303-9036.jpg,SATA cables,SATA is a computer bus interface that connects host bus adapters to mass storage devices such as hard disk drives and optical drives. SATA host adapters and devices communicate via a high-speed serial cable over two pairs of conductors.,SATA-Kabel,,câbles SATA,,26121600
1304,52161515,1058,http://images.icecat.biz/img/low_pic/1304-8158.jpg,CD players,Machines which play CDs. Can be intergrated into a sound system or can be separate from this.,CD-Spieler,,lecteurs/enregistreurs CD,,52160000
1305,44101700,225,,print & scan accessories,Accessories needed for printing and scanning such as ink cartridges and printer paper.,Drucker- & Scannerzubehör,,accessoires imprimantes et scanners,,43172500
1306,26121694,830,http://images.icecat.biz/img/low_pic/1306-365.jpg,firewire cables,Cables which are used wirh computers and small electronic devices such as cameras and MP3 platters. They transmit data to and from high-bandwidth digital devices faster than USB.,Firewire-Kabel,,câbles firewire,,26121600
1307,26120600,830,http://images.icecat.biz/img/low_pic/1307-3697.jpg,AV cables,AV (Audio Video) cables are used in audio and video equipment such as DVD players and loudspeakers.,Audio-/Videokabel,,câbles audio et vidéo,,26121600
1308,83112303,242,http://images.icecat.biz/img/low_pic/1308-5452.jpg,wave division multiplexers,Wavelength-division multiplexing (WDM) is a technology which multiplexes a number of optical carrier signals onto a single optical fiber by using different wavelengths (i.e. colors) of laser light. A multiplexer is a device to join signals together.,Wave Division Multiplexer,,multiplexeurs en longueur d'onde,,43221700
1309,50160000,1265,http://images.icecat.biz/img/low_pic/1309-1379.jpg,sugar & candy,"Candy, also known as sweets, are sweet foods made from sugar or chocolate.",Zucker & Süßigkeiten,,bonbons et sucreries,,50000000
1310,40161502,1315,http://images.icecat.biz/img/low_pic/1310-4938.jpg,water filters,Device used to remove impurities from water. In a house small water filters are used with tap (mains) water.,Wasserfilter,,filtres à eau,,52141500
1311,46170089,2868,http://images.icecat.biz/img/low_pic/1311-6280.jpg,fingerprint readers,Devices which can be used to read fingerprints.,Fingerabdruckscanner,,lecteurs d'empreintes digitales,,46178000
1312,60121209,403,http://images.icecat.biz/img/low_pic/1312-8052.jpg,temporary tattoo paints,Paints used to paint temporary tattoos (markings) on a person's face or body.,Temporäre Tattoofarben,,peintures pour tatouages temporaires,,44111800
1313,52161511,2510,http://images.icecat.biz/img/low_pic/1313-6148.jpg,car media receivers,Devices which can receive radio and/or digital signals in a car.,Auto Media-Receiver,,récepteurs multimédias de voiture,,25174400
1314,52140000,2830,,domestic appliances,"Objects that are used in the kitchen or around the house, such as containers.",haushaltgeräte,,électroménager,,52000000
1315,52141500,1314,,small kitchen appliances,Various appliances such as tin openers and corkscrews.,Kleine Küchengeräte,,petits appareils ménagers,,52140000
1317,52141518,1315,http://images.icecat.biz/img/low_pic/43791.jpg,bread making machines,Small oven-type appliance used to make bread at home.,Brotbackmaschinen,,machines à  pain,,52141500
1318,52141522,1315,http://images.icecat.biz/img/low_pic/1318-7173.jpg,toasters,Electrical device for making toast.,Toaster,,grilles-pain,,52141500
1319,52141516,1315,http://images.icecat.biz/img/low_pic/1319-6224.jpg,deep fryers,Electric device which is filled with cooking oil and used to deep-fry food e.g. french fries.,Fritteusen,,friteuses,,52141500
1320,52141526,1315,http://images.icecat.biz/img/low_pic/1320-9750.jpg,coffee makers,Machine used to make coffee.,Kaffeemaschinen,,machines à café,,52141500
1321,52141523,1315,http://images.icecat.biz/img/low_pic/1321-7675.jpg,electric kettles,"Electric appliance used to boil water for tea, coffee etc.",Wasserkocher,,bouilloires,,52141500
1322,52141506,1743,http://images.icecat.biz/img/low_pic/1322-7859.jpg,freezers,Electric appliance which is kept below freezing (-23 to -18 degrees Celsius) to store food for a long time.,Gefrierschränke/-truhen,,congélateurs,,52141600
1323,52141501,1743,http://images.icecat.biz/img/low_pic/1323-9121.jpg,fridges,Electric appliance which is kept cool (between 3 and 5 degrees Celsius) and used to store food and drink.,Kühlschränke,,réfrigérateurs,,52141600
1324,52141505,1743,http://images.icecat.biz/img/low_pic/1324-8488.jpg,dishwashers,Machine for washing dishes automatically.,Spülmaschinen,,laves-vaisselles,,52141600
1325,52141502,1315,http://images.icecat.biz/img/low_pic/1325-6833.jpg,microwaves,Oven that uses microwaves to cook or heat food.,Mikrowellen,,micro-ondes,,52141500
1327,52141583,1743,http://images.icecat.biz/img/low_pic/1327-2901.jpg,cookers,"Appliance used for cooking food, typically consisting of an oven, hob, and grill and powered by gas or electricity.",Küchenherde & Kochgeräte,,fours et cuisinières,,52141600
1329,52141603,1746,http://images.icecat.biz/img/low_pic/1329-4132.jpg,irons,Metal and plastic devices which are used to iron/press clothes and sheets.,Bügeleisen,,fers à repasser,,23121600
1330,52141602,1743,http://images.icecat.biz/img/low_pic/1330-1042.jpg,tumble dryers,Machines used for drying clothes and sheets.,Wäschetrockner,,sèches linge,,52141600
1331,52141601,1743,http://images.icecat.biz/img/low_pic/1331-2406.jpg,washing machines,Machines used for washing clothes.,Waschmaschinen,,machines à laver,,52141600
1332,48101800,2830,,kitchenware,"Plates, dishes, bowls etc. used in cooking, to serve food and to eat from.",Kochgeschirr,,ustensiles,,52000000
1333,52141700,1314,,bath appliances,Appliances used in baths such as bathplugs.,Badezimmer-Geräte,,Accessoires de bain,,52140000
1334,52141701,1280,http://images.icecat.biz/img/low_pic/1334-1526.jpg,electric toothbrushes,Electric devices used for cleaning teeth.,Elektrische Zahnbürsten,,brosses à dents électriques,,53130000
1335,53131666,1280,http://images.icecat.biz/img/low_pic/1335-8553.jpg,solariums,Room equipped with sunlamps or sunbeds which can be used to acquire an artificial suntan.,Solarien / Sonnenstudios,,solariums,,53130000
1336,52141704,1280,http://images.icecat.biz/img/low_pic/1336-621.jpg,women's shavers,Electric razor used by women to remove body hair.,Rasierapparate für Frauen,,rasoirs pour femme,,53130000
1337,53131603,1280,http://images.icecat.biz/img/low_pic/1337-6970.jpg,men's shavers,Electric razor used by men to remove facial and body hair.,Rasierapparate für Männer,,rasoirs pour homme,,53130000
1338,52161576,1058,http://images.icecat.biz/img/low_pic/1338-2609.jpg,audio tuners,Device which can receive radio signals.,Audio-Empfänger,,récepteurs audio,,52160000
1339,52161510,1058,http://images.icecat.biz/img/low_pic/1339-8316.jpg,home audio sets,"Includes speakers, amplifiers and various types of music-playing device such as CD player or cassette deck. Can also include a radio receiver/tuner.",Home-Stereoanlagen,,ensembles audio pour la maison,,52160000
1340,52161502,1058,http://images.icecat.biz/img/low_pic/1340-6768.jpg,cassette players,Device which can play audio tape-cassettes.,Kassettenspieler,,lecteurs/enregistreurs cassettes,,52160000
1341,52141590,1743,http://images.icecat.biz/img/low_pic/1341-6439.jpg,cooker hoods,Metal part used for covering a cooker.,Dunstabzugshauben,,hottes,,52141600
1342,52161536,1058,http://images.icecat.biz/img/low_pic/1342-9796.jpg,minidisc players,Devices which can play minidiscs.,Minidiscspieler,,lecteurs et enregistreurs mini-disques,,52160000
1343,81111899,839,,removal taxes,,Speditionssteuer,,taxes d'enlèvement,,81110000
1345,52161594,220,http://images.icecat.biz/img/low_pic/1345-1954.jpg,projection TVs,Large-screen TV.,Projektionsfernseher,,projecteurs TV,,43172400
1346,52161681,1058,http://images.icecat.biz/img/low_pic/1346-299.jpg,speaker mounts,Device used to attach a speaker to a wall.,Lautsprecher Halter,,supports de haut-parleurs,,52160000
1347,52161593,220,http://images.icecat.biz/img/low_pic/1347-4429.jpg,flat panel floor stands,Stands used to erect a flat panel screen on the floor.,Flachbildschirm-Bodenhalter,,socles d'écrans plats,,43172400
1348,14111504,692,http://images.icecat.biz/img/low_pic/1348-4358.jpg,tractor feed paper,"Paper designed for use with dot-matrix printers and line printers. It is usually perforated transversely at regular intervals with a line of small slits which form a tear edge that defines the top and bottom of each page. When unfolded into a flat continuous sheet, this slit perforation closes up to allow the printer to print across the perforated edge without stopping or jamming.",Papiereinzug,,bacs d'alimentation papier,,14111500
1349,14111701,1136,http://images.icecat.biz/img/low_pic/1349-4542.jpg,facial tissues,Small paper clothes used for cleaning faces.,Kosmetiktücher,,mouchoires en papier,,14111700
1350,24112209,1147,http://images.icecat.biz/img/low_pic/1350-4653.jpg,cans & pails,"Also known as buckets, these are medium-sized objects used for transporting water or other liquid. Often used in cleaning.",Dosen & Eimer,,boîtes et seaux,,24110000
1351,24112400,1147,http://images.icecat.biz/img/low_pic/1351-1905.jpg,storage chests & cabinets & trunks,"Objects used for the storage of files, clothes, smaller objects etc.","Kisten, Schränke & Koffer",,"caisses, armoires et commodes de stockage",,24110000
1352,24112601,1332,http://images.icecat.biz/img/low_pic/1352-491.jpg,jugs,"Cylindrical container with a handle and a lip, used for holding and pouring liquids.May have a lid or stopper.",Kannen,,pichets,,48101800
1353,24141606,1265,http://images.icecat.biz/img/low_pic/1353-871.jpg,packed peanuts,Type of nut which comes in various packs. Can be salted or non-salted and with various flavorings.,Verpackte Erdnüsse,,sachets cacahuètes,,50000000
1354,27111508,1355,http://images.icecat.biz/img/low_pic/1354-3221.jpg,hand saws,"Wooden saw worked by one handm, used for cutting wood, plastic or metal.",handsägen,,scies,,27111500
1355,27111500,1883,,hand tools,Tools such as screwdrivers and hammers which are used by hand.,Handwerkzeuge,,outils,,27110000
1356,27111602,1355,http://images.icecat.biz/img/low_pic/1356-1224.jpg,hammers,"Tool with a heavy metal head mounted at right angles at the end of a handle, used for jobs such as breaking things and driving in nails.",Hammer,,marteaux,,27111500
1357,27111700,1355,http://images.icecat.biz/img/low_pic/1357-1739.jpg,wrenches & drivers,"Adjustable tool like a spanner, used for gripping and turning nuts or bolts.",Schraubenschlüssel & -dreher,,clés et tounevis,,27111500
1358,27111899,1355,http://images.icecat.biz/img/low_pic/1358-4104.jpg,measuring & layout tools,"Tools used for measuring and layout such as rulers, tape measures and spirit levels.",Mess- & Planwerkzeuge,,outils de mesure,,27111500
